event_id,timestamp_utc,country,region,city,site_code,latitude,longitude,agent_id,agent_rank,agent_clearance,team_id,operation_id,operation_codename,operation_type,target_sector,target_importance_score,target_risk_level,intel_source_primary,intel_source_secondary,intel_confidence_score,threat_score_overall,threat_financial,threat_cyber,threat_physical,money_moved_usd,records_exfiltrated,compromised_accounts,channel_email,channel_phone,channel_darknet,channel_field_meet,status,triage_priority,requires_manual_review,escalated_to_level,false_positive_flag,model_version,notes_short,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60
EVT-0000032,2024-07-08 15:03:57,GB,EU-WEST,London,GB-945,52.46506,0.60245,AG-2562,HQ,TOP_SECRET,T-020,OP-2024-000032,AURORA-749,RANSOMWARE,Education,10,CRITICAL,SIGINT,HUMINT,88,76,80,78,70,380013,4184,143,N,Y,Y,N,IN_REVIEW,P1,N,1,N,aurora-1.2,manual verification pending,68.68,73.85,59.54,57.37,65.46,80.07,87.7,89.7,88.28,75.56,31.46,40.85,35.24,42.87,31.7,43.03,41.1,32.29,42.75,35.22,41.73,45.77,45.07,40.72,44.3,46.12,34.74,45.89,33.73,38.07,100,100,100,100,100,100,100,100,100,100,12.78,0,7.53,60.68,31.64,46.05,21.67,36.77,56.66,0,43.83,75.26,63.98,28.46,29.66,31.32,91.64,18.92,60.13,57.88
EVT-0000033,2024-05-12 17:40:40,FR,EU-WEST,Paris,FR-502,49.23324,0.86826,AG-7262,HQ,TOP_SECRET,T-040,OP-2024-000033,DEEPBLUE-703,CYBER_INTRUSION,Education,9,CRITICAL,HUMINT,OSINT,84,47,59,46,36,233841,2526,93,N,N,N,N,NEW,P1,N,1,N,aurora-2.0,manual verification pending,42.2,45.21,56.55,28.06,61.57,46.2,46.26,65.39,42.65,38.41,26.34,17.85,13.13,26.03,27.47,16.2,31.98,25.37,16.53,29.82,28.87,20.9,19.99,25.16,20.56,20.6,27.75,26.97,25.63,29.54,100,100,100,100,100,100,100,100,100,100,1.29,25.78,56.91,16.16,0,13.62,32.51,30.27,6.45,30.31,37.29,58.74,25.43,52.75,18.88,42.43,24.32,0,46.17,54.18
EVT-0000034,2024-12-03 09:58:32,FR,EU-WEST,Paris,FR-248,48.08588,3.11557,AG-7874,SENIOR,SECRET,T-029,OP-2024-000034,SPECTRUM-642,CYBER_INTRUSION,Energy,7,HIGH,HUMINT,OSINT,64,77,88,76,66,377125,2504,145,N,Y,Y,N,IN_REVIEW,P2,Y,1,N,aurora-1.0,incomplete metadata,75.44,77.18,64.2,77.29,67.73,81.84,77.85,90.86,70.83,80.09,39.99,39.04,35.0,38.97,37.6,44.9,31.52,32.75,32.99,39.62,34.61,17.42,23.51,25.51,21.59,26.81,26.71,19.0,24.65,18.32,100,100,100,100,100,100,100,100,100,100,24.64,20.91,48.18,26.72,9.98,45.94,60.56,28.99,53.39,5.68,28.69,5.1,35.85,43.53,60.02,13.67,38.15,37.05,28.7,12.82
EVT-0000035,2024-09-30 21:33:26,CZ,EU-CENTRAL,Prague,CZ-978,49.6303,12.75166,AG-7780,JUNIOR,SECRET,T-016,OP-2024-000035,SPECTRUM-463,INSIDER_TRADING,Healthcare,2,MEDIUM,CYBINT,OSINT,63,47,43,63,29,250932,2273,150,N,N,N,N,NEW,P3,N,1,N,aurora-1.1,pattern matches known cluster,48.96,51.21,46.33,43.75,56.7,40.86,62.15,63.44,43.82,49.62,31.59,27.96,27.74,21.85,23.6,16.86,26.28,22.46,29.01,23.36,19.22,24.79,21.07,26.48,21.52,19.58,21.35,32.51,22.32,24.69,59.07,61.14,35.78,44.88,59.13,61.78,37.82,66.72,43.1,65.93,14.2,47.55,1.65,22.52,17.15,31.05,18.49,12.74,22.24,42.7,12.38,40.99,17.39,13.7,19.05,42.77,12.44,35.38,22.48,55.22
EVT-0000036,2024-01-28 00:47:24,SK,EU-CENTRAL,Bratislava,SK-712,47.20959,18.23834,AG-7208,SENIOR,SECRET,T-004,OP-2024-000036,AURORA-223,CYBER_INTRUSION,Finance,2,LOW,HUMINT,OSINT,48,40,43,45,31,197893,1212,85,N,Y,Y,N,CLOSED,P3,N,1,N,aurora-2.0,incomplete metadata,53.36,42.21,34.12,25.5,28.49,18.24,39.19,32.3,24.0,48.22,19.75,14.68,22.38,20.82,16.03,14.83,21.15,22.21,16.5,23.79,21.98,12.66,9.88,7.27,11.7,18.99,3.97,1.25,8.27,16.37,60.74,56.56,56.19,48.3,50.17,56.58,57.01,43.65,63.8,52.73,3.82,11.36,7.54,0,0,7.2,0,18.64,21.96,7.94,55.73,30.8,0,50.14,47.65,1.95,3.88,15.22,18.4,44.0
EVT-0000037,2024-05-13 03:34:29,GB,EU-WEST,London,GB-186,52.62903,0.21616,AG-3525,ANALYST,SECRET,T-025,OP-2024-000037,NIGHTFALL-677,ESPIONAGE,Government,10,CRITICAL,HUMINT,FININT,83,51,45,50,57,267212,3145,114,N,Y,N,N,CONFIRMED,P1,N,0,N,aurora-1.0,source reliability downgraded,69.43,54.62,52.69,43.78,66.09,55.97,48.97,68.34,56.88,46.28,30.26,34.38,22.07,30.65,23.09,23.92,23.4,19.16,25.78,26.54,31.49,33.58,30.25,37.91,32.77,30.28,25.54,38.07,40.16,34.97,100,100,100,100,100,100,100,100,100,100,55.58,61.59,33.15,27.09,37.87,46.06,30.79,43.1,30.74,46.59,21.83,18.65,26.92,30.57,40.58,34.07,3.64,37.18,19.18,45.72
EVT-0000038,2024-03-09 14:12:06,RU,EU-EAST,Moscow,RU-667,54.65019,37.20029,AG-4129,SENIOR,TOP_SECRET,T-025,OP-2024-000038,AURORA-646,INSIDER_TRADING,Logistics,7,LOW,SIGINT,CYBINT,43,21,18,18,29,169141,1629,30,N,Y,N,N,CLOSED,P3,N,0,N,aurora-1.1,anomaly detected,21.5,20.83,32.41,11.77,17.01,20.62,28.69,10.97,35.15,17.57,12.4,13.28,20.48,16.98,13.09,24.14,17.55,11.69,20.86,15.35,14.05,12.4,17.59,24.4,11.23,21.51,15.04,15.53,17.16,17.84,89.94,100,100,100,88.83,100,96.58,88.99,91.46,79.38,9.49,25.42,11.51,41.3,0,3.31,0,17.4,70.61,13.33,0,3.86,0,16.01,47.27,3.09,54.75,21.32,26.19,0
EVT-0000039,2024-10-29 12:34:33,RU,EU-EAST,Moscow,RU-212,55.33852,36.17033,AG-7759,FIELD,SECRET,T-015,OP-2024-000039,AURORA-483,RANSOMWARE,Logistics,1,MEDIUM,SIGINT,CYBINT,40,58,65,58,52,280109,2923,141,N,Y,Y,N,CLOSED,P3,N,0,N,aurora-1.1,anomaly detected,53.18,61.52,44.11,56.97,69.0,59.98,49.11,66.07,49.09,44.18,26.04,26.18,33.11,29.13,22.83,35.97,24.26,33.83,23.8,33.27,29.68,30.63,27.93,28.12,20.37,30.32,28.95,17.07,32.33,27.48,49.08,29.09,45.78,52.81,40.75,38.68,51.15,45.06,42.42,50.15,75.46,11.05,21.49,12.77,56.63,0,44.91,12.52,54.71,49.02,87.09,38.97,23.65,0,63.08,48.15,58.2,35.82,44.82,24.77
EVT-0000040,2024-07-11 18:07:08,CN,ASIA-PAC,Beijing,CN-254,40.80418,116.48188,AG-1371,SENIOR,SECRET,T-035,OP-2024-000040,NIGHTFALL-486,INSIDER_TRADING,Education,2,LOW,FININT,SIGINT,62,37,49,39,22,200679,2810,90,Y,N,Y,Y,NEW,P3,N,0,N,aurora-1.2,anomaly detected,44.81,61.12,28.87,49.03,48.9,18.85,39.87,50.01,43.84,39.63,18.52,24.47,29.89,16.09,18.47,13.13,23.1,21.18,22.84,25.96,29.04,32.11,27.36,38.76,31.42,32.48,28.52,14.51,34.92,28.78,46.32,53.48,47.32,61.44,34.67,65.72,65.47,46.86,57.85,45.73,66.67,22.52,8.04,9.95,14.25,40.51,13.52,25.35,6.15,27.38,54.61,13.93,0,25.83,51.46,19.77,14.04,12.27,41.88,0
EVT-0000041,2024-07-10 21:21:01,DE,EU-CENTRAL,Berlin,DE-672,53.09565,12.41327,AG-1040,FIELD,SECRET,T-020,OP-2024-000041,DEEPBLUE-855,ESPIONAGE,Energy,9,CRITICAL,OSINT,CYBINT,64,73,78,81,57,339820,3802,157,N,Y,N,N,IN_REVIEW,P1,Y,2,N,aurora-1.1,possible duplicate event,65.05,76.02,74.16,67.48,74.31,88.2,70.03,84.62,73.85,70.24,35.84,35.27,39.43,33.54,40.88,35.51,27.85,32.22,37.9,26.56,45.69,42.72,40.26,41.1,32.95,36.6,43.82,30.26,35.26,35.18,100,100,100,100,100,100,100,100,100,100,5.21,48.13,39.23,27.0,44.93,39.03,49.7,19.37,34.51,39.0,44.47,15.27,67.15,41.31,20.29,23.46,14.33,16.55,60.32,12.56
EVT-0000042,2024-03-24 05:10:42,US,US-EAST,New York,US-626,40.05893,-75.39976,AG-6149,JUNIOR,SECRET,T-008,OP-2024-000042,MIRAGE-140,ESPIONAGE,Defense,4,HIGH,OSINT,SIGINT,73,79,86,87,62,429273,3482,127,Y,N,Y,N,CLOSED,P2,Y,3,N,aurora-1.0,manual verification pending,79.39,83.36,61.3,89.11,78.0,62.38,56.62,80.19,65.73,86.37,40.67,47.66,41.77,41.03,45.44,52.1,44.99,45.61,34.44,38.26,23.45,40.64,30.26,34.62,35.54,35.06,34.39,25.43,34.83,40.97,100,100,100,100,100,100,100,100,100,100,25.5,45.34,5.53,33.81,42.88,54.8,24.49,25.37,38.03,46.07,65.59,54.97,23.65,55.75,56.59,17.27,12.28,50.05,43.6,48.21
EVT-0000043,2024-05-02 22:07:38,US,US-EAST,New York,US-486,40.88165,-74.64528,AG-2601,ANALYST,CONFIDENTIAL,T-014,OP-2024-000043,SPECTRUM-509,RANSOMWARE,Defense,6,LOW,HUMINT,FININT,60,29,20,40,25,157011,1994,86,Y,N,N,Y,DISMISSED,P3,N,0,Y,aurora-1.2,possible duplicate event,42.56,28.36,23.39,37.36,20.95,11.25,16.13,24.64,24.01,33.08,20.02,15.58,11.99,17.65,14.98,12.66,11.36,21.12,7.81,14.2,13.01,11.24,16.73,21.17,20.81,11.43,15.67,11.47,12.73,24.03,100,95.35,89.92,79.75,90.82,98.23,95.62,91.22,100,85.69,0,39.02,28.34,45.35,2.42,5.05,0,40.99,11.95,0,0,12.52,0,45.67,0,0,24.29,31.01,27.85,28.8
EVT-0000044,2024-04-08 05:58:17,DE,EU-CENTRAL,Berlin,DE-665,52.24326,13.90522,AG-6945,JUNIOR,TOP_SECRET,T-016,OP-2024-000044,PHOENIX-398,MONEY_LAUNDERING,Education,3,MEDIUM,OSINT,FININT,52,42,40,43,41,189324,2701,85,N,N,N,N,NEW,P3,N,0,N,aurora-1.0,cross-border activity detected,33.6,37.43,45.27,28.71,34.24,50.39,42.85,37.99,52.5,45.49,20.78,22.79,17.62,10.96,16.46,21.42,19.0,25.09,21.36,10.61,24.88,24.15,24.97,25.1,32.95,30.6,29.43,30.03,21.41,27.15,59.05,68.28,65.82,61.44,54.85,84.3,75.35,65.08,41.29,53.67,34.84,17.45,53.12,31.42,35.36,0,33.88,16.66,22.43,21.98,0.37,37.37,0,26.53,31.12,14.94,17.17,16.65,38.49,0
EVT-0000045,2024-10-02 20:03:42,CZ,EU-CENTRAL,Prague,CZ-643,49.91453,13.57526,AG-6132,JUNIOR,CONFIDENTIAL,T-032,OP-2024-000045,SPECTRUM-766,INSIDER_TRADING,Education,6,MEDIUM,OSINT,FININT,57,62,73,56,59,338463,3879,136,Y,N,Y,N,NEW,P2,Y,2,N,aurora-1.2,incomplete metadata,81.49,91.6,56.29,50.32,58.84,67.81,63.73,51.7,61.31,64.38,28.27,34.27,31.94,39.43,36.6,33.63,29.64,27.16,32.79,34.85,31.32,38.04,31.93,42.91,35.92,40.48,32.37,42.34,38.49,37.41,85.31,71.83,84.57,91.07,81.06,89.31,85.08,91.72,83.64,98.4,65.22,61.8,21.21,26.91,16.33,20.21,0,23.38,20.27,18.07,0,12.97,32.29,46.67,62.28,53.64,9.08,50.4,23.21,40.96
EVT-0000046,2024-10-14 14:06:39,GB,EU-WEST,London,GB-777,51.41831,0.90244,AG-7438,JUNIOR,CONFIDENTIAL,T-027,OP-2024-000046,DEEPBLUE-305,INSIDER_TRADING,Logistics,1,MEDIUM,FININT,OSINT,63,46,46,51,38,206173,2249,72,N,N,N,N,NEW,P3,N,0,N,aurora-1.2,cross-border activity detected,39.6,59.39,60.93,46.77,47.0,36.78,54.22,29.92,63.32,35.74,18.9,18.6,23.06,13.55,21.7,20.95,30.21,15.78,25.03,24.82,29.7,17.08,22.58,23.65,31.52,25.32,28.32,24.64,22.67,4.0,50.33,46.65,39.42,42.63,48.73,42.14,62.37,44.8,37.96,51.42,54.58,21.86,15.08,0,2.56,21.0,2.55,36.44,4.82,19.1,36.39,14.32,21.26,45.6,0,19.92,0,32.6,10.52,8.47
EVT-0000047,2024-12-25 20:50:13,DE,EU-CENTRAL,Berlin,DE-548,53.23757,15.07053,AG-2817,JUNIOR,TOP_SECRET,T-040,OP-2024-000047,AURORA-844,RANSOMWARE,Finance,5,MEDIUM,CYBINT,SIGINT,29,43,47,46,36,250033,2115,90,N,N,N,N,NEW,P3,N,0,N,aurora-1.1,source reliability downgraded,47.58,55.33,26.64,43.2,50.84,38.35,68.24,41.86,33.24,48.97,32.89,28.59,33.36,23.37,29.04,19.74,23.21,14.08,28.03,19.09,23.07,26.13,23.16,23.76,26.46,19.2,11.42,20.26,16.04,15.45,88.46,60.99,76.4,88.16,70.92,72.69,95.1,66.1,77.15,77.68,0,12.11,46.18,36.64,17.51,10.46,58.72,39.53,12.32,10.6,18.45,0,23.57,26.64,55.2,0,17.02,11.44,47.49,0.16
EVT-0000048,2024-09-19 20:26:32,FR,EU-WEST,Paris,FR-638,48.62321,2.56449,AG-7468,SENIOR,TOP_SECRET,T-032,OP-2024-000048,DEEPBLUE-434,ESPIONAGE,Logistics,6,MEDIUM,FININT,HUMINT,61,46,47,42,50,219201,2379,73,Y,N,Y,Y,NEW,P3,N,1,N,aurora-1.1,incomplete metadata,57.29,57.34,42.2,57.01,21.99,64.02,39.89,54.97,47.44,68.19,27.37,19.24,21.08,15.45,30.95,22.1,30.15,25.15,17.61,16.35,17.09,17.88,25.12,26.95,31.77,19.38,28.78,20.58,18.59,15.83,75.44,72.98,86.08,85.62,79.1,92.24,98.55,84.94,85.54,90.09,54.5,13.06,0,25.27,20.39,26.21,12.29,32.75,32.55,37.46,35.76,27.16,7.97,25.89,30.82,28.44,42.79,34.71,0,16.13
EVT-0000049,2024-08-08 16:25:59,SK,EU-CENTRAL,Bratislava,SK-516,48.01896,18.3543,AG-9199,FIELD,CONFIDENTIAL,T-024,OP-2024-000049,MIRAGE-173,CYBER_INTRUSION,Education,1,MEDIUM,CYBINT,FININT,47,56,67,54,47,267802,3000,123,N,N,Y,N,IN_REVIEW,P3,N,1,N,aurora-1.0,pattern matches known cluster,32.46,45.99,59.06,52.23,71.1,55.91,74.64,61.82,55.19,64.27,19.75,26.7,32.53,16.95,24.39,25.78,34.07,29.88,25.64,25.4,26.79,30.02,35.65,24.53,31.28,24.92,27.46,25.03,39.36,34.75,60.48,21.43,54.79,49.28,31.16,33.76,65.18,35.13,75.53,47.44,21.61,26.05,32.28,41.44,24.92,61.58,0.81,54.78,17.49,21.04,11.95,64.87,48.75,0.16,0,33.54,0,16.65,13.9,49.1
EVT-0000050,2024-12-22 03:00:53,RU,EU-EAST,Moscow,RU-355,55.0283,37.00251,AG-2029,JUNIOR,CONFIDENTIAL,T-031,OP-2024-000050,PHOENIX-828,MONEY_LAUNDERING,Defense,7,MEDIUM,OSINT,HUMINT,63,51,55,54,42,237921,2461,87,N,N,N,Y,DISMISSED,P3,N,0,N,aurora-1.0,possible duplicate event,60.11,54.02,27.94,37.28,37.04,48.99,51.97,68.89,53.08,45.74,30.44,26.81,22.27,25.31,20.15,19.49,24.12,13.91,20.69,20.45,25.88,26.79,23.56,21.43,21.45,29.83,19.26,33.53,26.21,29.58,87.37,84.59,100,100,96.67,92.91,95.15,87.88,100,86.46,46.38,0,11.35,0,7.73,47.13,20.16,27.27,40.37,12.49,0,50.1,38.65,29.03,28.81,39.58,52.72,19.68,31.22,67.26
EVT-0000051,2024-11-10 08:58:22,FR,EU-WEST,Paris,FR-481,49.24278,3.94038,AG-8106,JUNIOR,CONFIDENTIAL,T-010,OP-2024-000051,NIGHTFALL-814,CYBER_INTRUSION,Healthcare,5,MEDIUM,CYBINT,FININT,41,64,60,68,62,323487,3145,119,N,Y,N,N,IN_REVIEW,P2,Y,2,N,aurora-1.2,manual verification pending,47.92,67.07,59.69,60.1,66.92,44.52,42.88,59.5,69.52,60.87,31.9,27.63,32.4,36.7,24.9,32.48,38.92,31.66,35.66,28.55,41.29,26.37,35.95,33.02,33.04,28.63,27.82,32.49,27.34,33.57,94.32,83.21,69.98,66.22,77.97,81.21,86.3,87.46,66.1,95.46,49.04,0,31.19,64.55,13.15,41.24,10.11,20.88,51.21,66.11,29.91,1.07,9.13,16.39,66.98,17.91,33.83,45.97,74.88,43.32
EVT-0000052,2024-05-28 02:08:47,PL,EU-EAST,Warsaw,PL-309,53.30656,19.44155,AG-7331,FIELD,SECRET,T-007,OP-2024-000052,SPECTRUM-584,ESPIONAGE,Telecom,9,CRITICAL,SIGINT,OSINT,68,57,72,62,35,276838,3482,109,Y,N,N,N,CONFIRMED,P1,Y,3,N,aurora-1.0,source reliability downgraded,56.17,46.26,60.5,55.12,71.6,58.46,56.29,49.06,61.04,54.41,32.9,25.71,32.8,22.19,20.51,24.6,24.0,27.81,29.66,21.97,29.33,36.44,30.71,31.07,27.32,41.41,31.94,45.55,29.32,33.13,100,100,100,100,100,100,100,100,100,100,29.5,22.09,49.07,8.9,0,29.69,66.34,54.04,27.35,20.48,27.72,0,32.31,41.72,19.34,51.91,16.86,37.18,42.26,60.33
EVT-0000053,2024-03-26 15:50:28,CN,ASIA-PAC,Beijing,CN-198,40.61682,117.59702,AG-3750,FIELD,CONFIDENTIAL,T-027,OP-2024-000053,MIRAGE-111,INSIDER_TRADING,Defense,7,MEDIUM,CYBINT,HUMINT,62,49,55,50,40,249934,1307,87,Y,N,N,N,IN_REVIEW,P3,N,0,N,aurora-1.1,incomplete metadata,55.47,53.7,50.56,47.72,55.86,42.23,46.89,42.22,37.3,48.06,14.07,23.39,27.48,21.36,21.07,27.3,17.39,23.97,25.38,22.13,12.5,12.9,13.16,10.5,18.34,15.1,17.54,17.7,10.2,0,100,100,93.23,86.0,80.61,100,100,100,94.69,89.31,11.31,53.13,39.03,24.19,33.92,35.44,5.25,49.01,29.51,37.59,30.98,47.12,25.08,10.79,23.28,36.12,31.24,26.57,23.42,3.83
EVT-0000054,2024-11-30 15:12:28,DE,EU-CENTRAL,Berlin,DE-612,53.07288,12.95233,AG-7628,ANALYST,SECRET,T-024,OP-2024-000054,PHOENIX-502,INSIDER_TRADING,Energy,8,MEDIUM,FININT,SIGINT,48,46,49,51,35,224389,2683,70,Y,N,Y,N,NEW,P3,N,0,N,aurora-1.0,possible duplicate event,43.54,20.99,29.46,58.8,38.81,49.5,49.46,49.15,57.98,48.61,27.9,21.47,29.01,19.91,23.91,17.66,9.43,27.75,20.32,25.84,26.8,22.49,18.52,22.21,30.96,18.06,30.23,19.08,26.95,26.95,93.71,100,100,100,100,100,100,85.8,100,96.22,20.05,15.5,30.51,26.06,46.49,20.29,71.34,0,29.91,5.51,3.88,45.38,0,44.99,35.11,42.2,33.84,26.76,21.66,11.75
EVT-0000055,2024-09-03 03:13:57,FR,EU-WEST,Paris,FR-468,49.75284,4.04275,AG-6333,ANALYST,CONFIDENTIAL,T-039,OP-2024-000055,PHOENIX-410,RANSOMWARE,Energy,4,LOW,OSINT,CYBINT,40,32,23,32,40,141197,2110,51,Y,Y,N,N,CLOSED,P3,N,0,N,aurora-2.0,source reliability downgraded,15.02,23.7,37.23,30.36,22.72,44.85,46.18,25.85,41.46,41.8,17.56,6.78,16.97,11.23,9.46,10.61,19.8,12.58,18.78,11.97,11.63,17.56,16.85,26.65,16.22,16.1,13.96,23.55,22.23,9.36,67.03,86.47,68.27,72.04,67.7,70.89,83.31,60.4,67.78,79.6,16.03,11.54,10.51,7.06,0,0,67.29,75.65,0,0,0,18.34,5.48,0,9.24,8.68,12.59,20.43,0,6.28
EVT-0000056,2024-09-11 05:37:51,RU,EU-EAST,Moscow,RU-267,55.94098,37.40808,AG-8904,SENIOR,CONFIDENTIAL,T-014,OP-2024-000056,NIGHTFALL-824,CYBER_INTRUSION,Finance,4,MEDIUM,OSINT,SIGINT,62,51,50,52,49,247378,1949,116,N,N,Y,N,CLOSED,P3,N,1,N,aurora-1.1,possible duplicate event,47.76,31.86,66.35,53.97,49.21,36.36,43.72,52.57,52.09,46.9,30.15,17.7,14.89,21.49,20.81,26.16,25.24,24.67,21.85,32.92,16.45,20.2,22.13,20.55,14.67,27.89,20.28,17.42,19.92,15.48,67.01,46.04,68.21,68.33,65.95,75.67,77.71,64.53,78.1,71.63,14.68,25.47,67.65,12.57,4.31,4.33,2.74,41.7,34.91,13.74,42.72,0,14.35,31.96,18.62,44.95,18.15,36.47,32.56,21.92
EVT-0000057,2024-01-26 14:47:08,GB,EU-WEST,London,GB-437,51.84383,-0.62165,AG-6464,SENIOR,CONFIDENTIAL,T-015,OP-2024-000057,SPECTRUM-011,MONEY_LAUNDERING,Education,3,MEDIUM,HUMINT,CYBINT,54,43,43,48,36,204893,2289,107,Y,N,Y,Y,NEW,P3,N,1,N,aurora-1.0,cross-border activity detected,40.2,34.52,32.55,40.19,33.52,29.68,64.26,48.89,16.8,40.34,15.88,20.99,20.24,23.97,18.85,7.11,16.84,15.55,33.85,14.86,28.1,19.19,18.96,13.44,25.29,23.98,10.95,24.37,16.54,23.35,61.53,63.12,65.53,63.73,54.34,49.32,48.18,48.09,80.38,58.34,9.23,0,22.21,9.53,29.62,4.37,20.34,31.31,58.82,46.4,11.79,36.12,55.24,12.45,61.36,0,31.86,1.62,39.01,35.75
EVT-0000058,2024-05-25 08:49:01,CZ,EU-CENTRAL,Prague,CZ-406,49.75029,15.8497,AG-9788,SENIOR,CONFIDENTIAL,T-029,OP-2024-000058,DEEPBLUE-860,ESPIONAGE,Government,8,MEDIUM,HUMINT,FININT,45,63,63,64,61,322944,3730,142,N,Y,N,N,CLOSED,P2,Y,3,N,aurora-2.0,pattern matches known cluster,78.64,69.15,65.51,41.51,68.63,64.92,73.4,57.44,54.36,42.42,32.16,28.16,33.81,32.68,32.29,39.8,43.75,26.97,37.89,28.53,42.19,45.83,25.2,46.57,44.72,30.07,37.25,36.99,34.6,38.33,100,100,100,100,98.61,100,100,100,100,100,34.58,49.96,54.8,28.42,81.01,41.59,34.08,9.35,56.18,52.48,23.28,18.36,51.52,61.21,54.57,22.42,63.43,29.7,21.82,0
EVT-0000059,2024-03-05 19:56:53,US,US-EAST,New York,US-713,40.17076,-72.32305,AG-5745,JUNIOR,TOP_SECRET,T-004,OP-2024-000059,DEEPBLUE-195,ESPIONAGE,Logistics,9,CRITICAL,CYBINT,SIGINT,77,63,71,62,57,356936,2984,95,N,Y,N,N,CONFIRMED,P1,Y,0,N,aurora-1.1,possible duplicate event,53.15,53.05,69.32,68.92,43.58,52.33,51.22,69.66,50.76,65.69,37.1,44.01,33.94,28.76,45.0,35.64,41.27,37.22,29.63,30.65,26.98,33.08,26.69,29.16,28.74,28.69,27.51,24.94,21.53,25.11,100,100,100,100,100,100,100,100,100,100,43.81,43.0,36.52,75.61,32.06,18.16,8.51,33.6,5.32,25.87,39.88,57.84,48.89,31.29,12.99,17.64,28.27,32.79,40.17,49.26
EVT-0000060,2024-07-10 00:06:00,CN,ASIA-PAC,Beijing,CN-273,41.08204,115.41568,AG-5617,SENIOR,CONFIDENTIAL,T-040,OP-2024-000060,SPECTRUM-122,INSIDER_TRADING,Energy,7,MEDIUM,SIGINT,OSINT,57,59,64,60,53,322724,3807,138,Y,N,Y,N,DISMISSED,P3,N,0,N,aurora-1.1,possible duplicate event,56.42,53.85,51.65,50.57,72.53,39.24,44.37,59.3,56.68,51.71,37.34,26.71,34.97,31.26,41.0,36.76,37.03,27.43,27.94,25.38,43.28,38.18,36.19,42.44,41.17,30.28,34.57,38.36,38.76,35.11,99.39,79.66,88.42,100,92.11,100,97.87,92.31,97.61,93.89,0,55.07,26.75,34.23,47.33,20.12,62.96,0,47.53,54.71,12.63,69.52,44.36,28.7,7.04,16.16,0,21.27,32.3,31.4
EVT-0000061,2024-03-16 15:01:14,FR,EU-WEST,Paris,FR-376,47.91676,0.83231,AG-6496,JUNIOR,CONFIDENTIAL,T-019,OP-2024-000061,NIGHTFALL-555,MONEY_LAUNDERING,Energy,9,CRITICAL,HUMINT,SIGINT,54,51,57,41,57,248667,2427,93,N,N,N,Y,IN_REVIEW,P1,Y,3,N,aurora-1.2,anomaly detected,46.45,52.6,49.12,44.11,53.46,50.55,57.39,54.93,34.92,48.45,27.8,22.56,22.2,22.31,19.82,27.64,27.26,29.27,18.84,17.81,35.19,23.44,14.88,31.63,28.28,20.09,18.8,26.49,23.01,30.02,100,100,100,100,100,100,100,100,100,100,10.39,35.08,21.83,13.02,0,42.65,0,41.78,21.01,9.52,0.53,10.33,23.5,14.78,45.18,38.72,25.43,24.6,16.89,49.12
EVT-0000062,2024-01-25 05:36:45,SK,EU-CENTRAL,Bratislava,SK-927,47.81618,16.8561,AG-8756,FIELD,CONFIDENTIAL,T-014,OP-2024-000062,AURORA-976,ESPIONAGE,Telecom,8,HIGH,OSINT,HUMINT,80,67,72,50,84,342650,4149,150,Y,N,Y,Y,NEW,P2,N,3,N,aurora-1.0,anomaly detected,71.3,82.06,58.18,60.22,63.15,61.7,61.01,75.46,69.34,80.08,40.34,34.72,27.67,37.75,31.31,33.25,26.1,36.88,34.99,32.42,40.53,41.43,44.38,45.37,41.06,55.12,44.51,45.7,51.56,40.33,100,100,100,100,100,100,100,100,100,100,52.56,11.61,59.29,24.41,41.5,56.84,15.93,25.91,31.51,36.38,40.92,37.17,34.31,56.61,79.7,27.31,8.64,31.0,41.08,71.58
EVT-0000063,2024-08-03 19:52:05,GB,EU-WEST,London,GB-500,50.76978,0.39216,AG-1845,HQ,SECRET,T-009,OP-2024-000063,DEEPBLUE-400,CYBER_INTRUSION,Education,7,MEDIUM,OSINT,HUMINT,27,65,58,67,67,329515,3273,139,Y,N,Y,Y,CLOSED,P2,Y,1,N,aurora-2.0,anomaly detected,75.53,64.62,46.2,59.43,57.05,69.24,70.39,63.69,43.29,69.66,30.31,34.98,35.83,30.44,32.12,24.33,25.67,44.5,27.83,31.83,34.44,35.27,31.37,32.9,28.5,32.79,38.37,36.25,35.79,27.78,97.29,100,94.43,91.2,97.39,94.31,73.18,98.29,97.73,100,44.36,43.3,0,54.65,31.57,23.23,8.93,25.86,45.12,0,51.13,8.01,62.07,31.41,22.29,0,8.52,37.78,47.67,40.04
